0	7.04813453	9.15805211	14.98130000
1	7.05398314	9.15810924	-1.00000000
2	7.00584182	9.15828127	-1.00000000
3	7.04247096	9.15815539	-1.00000000
4	7.00678459	9.15793758	-1.00000000
5	7.00775439	9.15808114	-1.00000000
6	7.03662506	9.15808898	-1.00000000
7	7.03125344	9.15790024	-1.00000000
8	7.04552417	9.15809401	-1.00000000
9	7.04509416	9.15805014	-1.00000000
10	7.03348280	9.15790766	-1.00000000
11	7.03389531	9.15804187	-1.00000000
12	7.05143354	9.15792501	-1.00000000
13	7.03747231	9.15798743	-1.00000000
14	7.03674344	9.15786915	-1.00000000
15	7.00558481	9.15823695	-1.00000000
16	7.02359843	9.15806633	-1.00000000
17	7.01186744	9.15805730	-1.00000000
18	7.06122543	9.15810132	-1.00000000
19	7.01553769	9.15810985	-1.00000000
20	7.02538628	9.15824967	-1.00000000
21	7.01821255	9.15807362	-1.00000000
22	7.04266372	9.15801857	-1.00000000
23	7.05389472	9.15801707	-1.00000000
24	7.02166348	9.15804191	-1.00000000
25	7.05131980	9.15802913	-1.00000000
26	7.04259638	9.15798930	-1.00000000
27	7.03295494	9.15803272	-1.00000000
28	7.00828634	9.15807728	-1.00000000
29	7.03516768	9.15815747	-1.00000000
30	7.02372076	9.15799254	-1.00000000
31	7.03391436	9.15812829	-1.00000000
32	7.01283218	9.15813132	-1.00000000
33	7.05119892	9.15807916	-1.00000000
34	7.04260528	9.15800474	-1.00000000
35	7.03548877	9.15808016	-1.00000000
36	7.00600163	9.15808917	-1.00000000
37	6.99218128	9.15824347	-1.00000000
38	7.04719403	9.15816181	-1.00000000
39	6.79112418	3.59058675	-1.00000000
40	4.85298683	1.43120229	-1.00000000
41	4.71166725	1.35325210	-1.00000000
42	6.65926505	3.18098779	-1.00000000
43	7.06995747	9.15809948	-1.00000000
44	6.99799568	9.15814508	-1.00000000
45	7.05621052	9.15808621	-1.00000000
46	7.05115808	9.15819980	-1.00000000
47	6.98321941	9.15825922	-1.00000000
48	7.05392836	9.15809375	-1.00000000
49	7.02946863	9.15798905	-1.00000000
50	7.01895172	9.15798561	17.65860000
51	7.00941052	9.15814602	-1.00000000
52	7.02865327	9.15810583	-1.00000000
53	7.04775900	9.15808186	-1.00000000
54	7.01886234	9.15805669	-1.00000000
55	7.02616827	9.15799843	-1.00000000
56	7.02814555	9.15805882	-1.00000000
57	7.03539691	9.15799494	-1.00000000
58	6.98838815	9.15821261	-1.00000000
59	7.01156292	9.15802721	-1.00000000
60	7.04380792	9.15798953	-1.00000000
61	7.02453661	9.15802714	-1.00000000
62	7.04295736	9.15813041	-1.00000000
63	7.02712060	9.15795780	-1.00000000
64	7.03067071	9.15826606	-1.00000000
65	7.01625238	9.15799645	-1.00000000
66	7.01116765	9.15800855	-1.00000000
67	7.02872198	9.15793788	-1.00000000
68	7.05008839	9.15793190	-1.00000000
69	7.00461730	9.15822303	-1.00000000
70	7.06335826	9.15804107	-1.00000000
71	7.01225021	9.15799725	-1.00000000
72	6.98205145	9.15810885	-1.00000000
73	7.02706108	9.15798973	-1.00000000
74	7.04268798	9.15822268	-1.00000000
75	7.05967208	9.15790045	-1.00000000
76	7.04510313	9.15806853	-1.00000000
77	7.02104011	9.15803239	-1.00000000
78	7.02730068	9.15791631	-1.00000000
79	7.02140614	9.15787643	-1.00000000
80	7.00450845	9.15826663	-1.00000000
81	7.03757994	9.15801888	-1.00000000
82	7.04270833	9.15793230	-1.00000000
83	7.03840665	9.15800005	-1.00000000
84	7.03033684	9.15809506	-1.00000000
85	7.04661139	9.15806545	-1.00000000
86	7.04529883	9.15802992	-1.00000000
87	7.02967180	9.15809618	-1.00000000
88	7.02477231	9.15798704	-1.00000000
89	7.04961926	9.15807745	-1.00000000
90	6.35639672	2.62755925	-1.00000000
91	4.65627820	1.32970429	-1.00000000
92	6.13809239	2.33934988	-1.00000000
93	7.05266973	9.15796764	-1.00000000
94	7.04603033	9.15804188	-1.00000000
95	7.01674196	9.15804377	-1.00000000
96	7.01484182	8.61092217	-1.00000000
97	6.98783726	9.15827372	-1.00000000
98	7.02766974	9.15802348	-1.00000000
99	7.02005628	9.15810881	-1.00000000
100	7.00823834	9.15798438	15.77230000
101	6.99717190	9.15804624	-1.00000000
102	7.02446752	8.74188108	-1.00000000
103	7.02502845	9.15807520	-1.00000000
104	7.03255472	9.15807697	-1.00000000
105	7.03241564	9.15792731	-1.00000000
106	7.03804931	8.06474564	-1.00000000
107	6.94598607	4.73773304	-1.00000000
108	6.83010311	3.70008746	-1.00000000
109	5.97152636	2.13360802	-1.00000000
110	4.68726625	1.42525159	-1.00000000
111	5.50045411	1.78929630	-1.00000000
112	6.16077108	2.32240447	-1.00000000
113	6.86547259	4.04747371	-1.00000000
114	7.01251171	5.59202109	-1.00000000
115	7.01334656	5.62001823	-1.00000000
116	7.06175935	6.97158502	-1.00000000
117	7.01135801	8.46836200	-1.00000000
118	7.02256397	9.15814247	-1.00000000
119	7.05439055	9.15819204	-1.00000000
120	7.09715280	9.15825093	-1.00000000
121	7.06328083	9.15823794	-1.00000000
122	7.02038823	9.15845555	-1.00000000
123	7.04101786	9.15852866	-1.00000000
124	7.07575049	9.15845871	-1.00000000
125	7.12076605	9.15833163	-1.00000000
126	7.11532025	9.15840706	-1.00000000
127	7.11522430	9.15833595	-1.00000000
128	7.11320833	9.15848052	-1.00000000
129	7.10068142	9.15847266	-1.00000000
130	7.06497915	9.15861614	-1.00000000
131	7.11130433	9.15837757	-1.00000000
132	7.05049715	9.15858195	-1.00000000
133	7.11946383	9.15850239	-1.00000000
134	7.05314253	9.15879310	-1.00000000
135	7.06302817	9.15872404	-1.00000000
136	7.04710143	9.15861157	-1.00000000
137	7.06975138	9.15862525	-1.00000000
138	7.05857258	9.15873134	-1.00000000
139	7.07032319	9.15866889	-1.00000000
140	7.05866563	9.15872718	-1.00000000
141	7.06687764	9.15865119	-1.00000000
142	7.05621683	9.15880446	-1.00000000
143	7.10530371	9.15850977	-1.00000000
144	7.05645789	9.15870555	-1.00000000
145	7.09349850	9.15869105	-1.00000000
146	7.08806110	9.15864692	-1.00000000
147	7.05923396	9.15870734	-1.00000000
148	7.10962437	9.15877836	-1.00000000
149	7.12805659	9.15870629	-1.00000000
150	7.07136346	9.15876502	22.64940000
151	7.04730840	9.15861283	-1.00000000
152	7.05559865	9.15882218	-1.00000000
153	7.07173779	9.15883906	-1.00000000
154	7.05747452	9.15876768	-1.00000000
155	7.05045379	9.15859021	-1.00000000
156	7.04392939	9.15883905	-1.00000000
157	7.06415682	9.15848837	-1.00000000
158	7.04914101	9.15854943	-1.00000000
159	7.12926620	9.15836514	-1.00000000
160	7.12447607	9.15842575	-1.00000000
161	7.09543244	9.15847768	-1.00000000
162	7.04983775	9.15848894	-1.00000000
163	7.02318038	9.15850732	-1.00000000
164	7.07316847	9.15811922	-1.00000000
165	7.02319448	9.15826604	-1.00000000
166	7.01869489	8.06497150	-1.00000000
167	6.84652279	4.56545087	-1.00000000
168	6.67666015	3.25214845	-1.00000000
169	4.79562376	1.55281734	-1.00000000
