0	2.04011191	4.03761604	8.49490000
1	2.04485131	4.01422729	-1.00000000
2	1.99204526	3.98985205	-1.00000000
3	2.03589039	4.03592092	-1.00000000
4	1.97046854	3.98778421	-1.00000000
5	1.98314533	4.01859804	-1.00000000
6	2.01051957	4.02348725	-1.00000000
7	2.01549325	4.02318928	-1.00000000
8	1.99554048	4.01730612	-1.00000000
9	1.97175082	3.95145010	-1.00000000
10	2.00231512	4.00449239	-1.00000000
11	2.04093980	4.01765186	-1.00000000
12	1.99987185	4.02686128	-1.00000000
13	2.06182916	4.04490131	-1.00000000
14	1.98790481	4.00555644	-1.00000000
15	1.94356236	3.97761176	-1.00000000
16	2.01366113	4.00517101	-1.00000000
17	2.01731465	4.03693619	-1.00000000
18	2.00044412	3.99900375	-1.00000000
19	2.07901519	4.04652254	-1.00000000
20	2.04180067	3.99397276	-1.00000000
21	2.05548323	4.02840959	-1.00000000
22	2.06490435	4.01323106	-1.00000000
23	2.01999151	4.03985367	-1.00000000
24	2.02203964	4.00912283	-1.00000000
25	1.99210700	3.98946017	-1.00000000
26	1.97443881	4.00206533	-1.00000000
27	2.01442662	3.99865182	-1.00000000
28	2.04803835	4.03116612	-1.00000000
29	2.04235280	4.04065208	-1.00000000
30	1.97593165	3.99797918	-1.00000000
31	2.02659770	4.05098862	-1.00000000
32	2.04114113	4.00717229	-1.00000000
33	2.02485314	3.99270264	-1.00000000
34	2.03987138	4.02059322	-1.00000000
35	1.99987365	3.94868361	-1.00000000
36	1.97052972	3.97978228	-1.00000000
37	2.02143484	4.01716228	-1.00000000
38	2.03520747	3.99938698	-1.00000000
39	2.01916345	3.99981429	-1.00000000
40	1.98680486	3.97278921	-1.00000000
41	2.01995768	4.03315634	-1.00000000
42	2.00146234	3.98117691	-1.00000000
43	2.06820552	4.04942657	-1.00000000
44	2.09404940	4.04254401	-1.00000000
45	2.01961989	3.98354467	-1.00000000
46	1.99311047	3.99195787	-1.00000000
47	2.05851446	4.00270736	-1.00000000
48	1.98239799	3.95857597	-1.00000000
49	2.03971614	4.03053420	-1.00000000
50	2.07588237	4.03236658	8.16430000
51	2.05118851	4.01050604	-1.00000000
52	2.03173387	4.00408575	-1.00000000
53	2.05889638	4.05784601	-1.00000000
54	2.05104054	4.01680192	-1.00000000
55	1.96827109	3.98636642	-1.00000000
56	2.01769604	4.02437886	-1.00000000
57	2.03172009	4.04237543	-1.00000000
58	1.99604031	3.99392740	-1.00000000
59	2.01848196	4.01966565	-1.00000000
60	1.98855384	4.00047606	-1.00000000
61	2.05565262	4.01289616	-1.00000000
62	2.03054550	4.00479808	-1.00000000
63	2.01503692	4.00629540	-1.00000000
64	2.03183636	4.00424765	-1.00000000
65	2.04047718	4.02741244	-1.00000000
66	2.01060758	4.02136743	-1.00000000
67	2.01808721	4.00510294	-1.00000000
68	2.00644503	4.03100308	-1.00000000
69	2.04266872	4.04284297	-1.00000000
70	2.01979698	4.02759111	-1.00000000
71	1.98193176	3.99340623	-1.00000000
72	2.04547959	4.01413566	-1.00000000
73	1.98954560	3.97118479	-1.00000000
74	2.05169158	4.03837556	-1.00000000
75	1.95917225	3.97458144	-1.00000000
76	2.01411474	4.04986283	-1.00000000
77	1.97205121	3.99592560	-1.00000000
78	1.99845767	3.97719245	-1.00000000
79	2.01862602	4.01666273	-1.00000000
80	1.99360317	3.99984341	-1.00000000
81	1.97933356	3.98498955	-1.00000000
82	1.99143686	3.95474459	-1.00000000
83	1.94798963	3.97755030	-1.00000000
84	2.01898232	4.02011402	-1.00000000
85	2.05247293	4.02895282	-1.00000000
86	2.03013629	4.01308708	-1.00000000
87	2.02463339	4.01566040	-1.00000000
88	2.03225147	4.03816818	-1.00000000
89	2.04770741	4.03126537	-1.00000000
90	2.02600265	4.00834016	-1.00000000
91	1.99577092	3.98506078	-1.00000000
92	1.99386998	3.99423800	-1.00000000
93	1.98192618	3.97612121	-1.00000000
94	2.02331585	4.06846526	-1.00000000
95	1.99486242	4.00153382	-1.00000000
96	2.00870642	4.00761665	-1.00000000
97	2.02077362	4.00295975	-1.00000000
98	1.99762758	4.00660113	-1.00000000
99	2.01677259	3.99721498	-1.00000000
